student_id,name,major,gpa,standing,completed_courses,preferred_courses
321,Stephanie Taylor,Mathematics,3.43,Good,"['CSE1010', 'MATH1131']",[]
322,Aaron Pierce,Mathematics,2.11,Probation,"['MATH1131', 'CSE1010']",[]
323,Michael Greene,Biology,3.26,Good,"['MATH1131', 'CSE1010']",[]
324,Dominique Ramirez,Computer Science,3.85,Suspended,"['CSE1010', 'MATH1131']",[]
325,Tony Myers,Computer Science,2.45,Good,"['CSE1010', 'MATH1131']",[]
326,Michael Lee,Computer Science,2.56,Probation,"['CSE1010', 'MATH1131']",[]
327,Randy Collins,Finance,2.81,Good,"['MATH1131', 'CSE1010']",[]
328,Kathleen Esparza,Engineering,2.53,Good,"['MATH1131', 'CSE1010']",[]
329,Mike Sullivan,Biology,3.67,Suspended,"['CSE1010', 'MATH1131']",[]
330,James Esparza,Biology,2.25,Good,"['CSE1010', 'MATH1131']",[]
331,Christopher Phillips DVM,Biology,2.67,Suspended,"['CSE1010', 'MATH1131']",[]
332,Joan Henry,Biology,2.74,Probation,"['CSE1010', 'MATH1131']",[]
333,Vincent Hill,Mathematics,3.52,Suspended,"['CSE1010', 'MATH1131']",[]
334,Justin Swanson,Computer Science,2.72,Good,"['CSE1010', 'MATH1131']",[]
335,David West,Mathematics,3.05,Suspended,"['CSE1010', 'MATH1131']",[]
336,Daniel Lopez,Computer Science,3.5,Suspended,"['CSE1010', 'MATH1131']",[]
337,Nichole Johnson,Finance,2.14,Probation,"['CSE1010', 'MATH1131']",[]
338,Jennifer Gibson,Biology,2.83,Suspended,"['MATH1131', 'CSE1010']",[]
339,Matthew Stanton,Computer Science,2.8,Suspended,"['CSE1010', 'MATH1131']",[]
340,Melissa Grimes,Engineering,2.48,Good,"['CSE1010', 'MATH1131']",[]
341,Jennifer Bennett,Finance,2.49,Good,"['CSE1010', 'MATH1131']",[]
342,Kathryn Marquez,Computer Science,3.65,Probation,"['CSE1010', 'MATH1131']",[]
343,Scott Johnson,Mathematics,3.66,Suspended,"['MATH1131', 'CSE1010']",[]
344,Kevin Perez,Engineering,2.48,Suspended,"['CSE1010', 'MATH1131']",[]
345,Robert Compton,Biology,2.63,Probation,"['CSE1010', 'MATH1131']",[]
346,Dawn Rodriguez,Biology,3.22,Probation,"['MATH1131', 'CSE1010']",[]
347,Kirk Harrison,Engineering,3.34,Probation,"['MATH1131', 'CSE1010']",[]
348,Melissa Jones,Biology,2.14,Probation,"['CSE1010', 'MATH1131']",[]
349,Brittany Gonzalez,Finance,3.37,Probation,"['CSE1010', 'MATH1131']",[]
350,Stacey Kelley,Engineering,2.46,Good,"['MATH1131', 'CSE1010']",[]
351,Charles Simpson,Finance,3.67,Suspended,"['MATH1131', 'CSE1010']",[]
352,Briana Sanford,Engineering,3.96,Probation,"['MATH1131', 'CSE1010']",[]
353,Ian Forbes,Engineering,2.27,Suspended,"['CSE1010', 'MATH1131']",[]
354,Rebecca Simmons,Finance,2.34,Probation,"['CSE1010', 'MATH1131']",[]
355,Ronald Peterson,Biology,3.25,Good,"['MATH1131', 'CSE1010']",[]
356,David Mcbride,Mathematics,2.95,Suspended,"['MATH1131', 'CSE1010']",[]
357,Julia Schmidt,Biology,4.0,Suspended,"['CSE1010', 'MATH1131']",[]
358,Ethan Romero,Engineering,3.19,Probation,"['MATH1131', 'CSE1010']",[]
359,Henry Reynolds,Mathematics,3.31,Probation,"['CSE1010', 'MATH1131']",[]
360,Denise Ramos,Biology,3.39,Suspended,"['MATH1131', 'CSE1010']",[]
361,Theresa Lewis,Biology,2.99,Probation,"['MATH1131', 'CSE1010']",[]
362,Tammy Curry,Computer Science,3.36,Good,"['MATH1131', 'CSE1010']",[]
363,Sarah Edwards,Finance,2.75,Probation,"['MATH1131', 'CSE1010']",[]
364,Elizabeth Jackson,Biology,2.31,Suspended,"['MATH1131', 'CSE1010']",[]
365,Francisco Vincent,Mathematics,2.81,Suspended,"['MATH1131', 'CSE1010']",[]
366,Donna Richardson,Computer Science,3.29,Suspended,"['MATH1131', 'CSE1010']",[]
367,Scott Gutierrez,Finance,3.19,Good,"['MATH1131', 'CSE1010']",[]
368,Kimberly Simpson,Engineering,2.64,Good,"['MATH1131', 'CSE1010']",[]
369,Anne Daniels,Mathematics,3.0,Good,"['MATH1131', 'CSE1010']",[]
370,Nicole Pitts,Finance,3.93,Good,"['MATH1131', 'CSE1010']",[]
371,Billy Robinson,Computer Science,2.59,Good,"['CSE1010', 'MATH1131']",[]
372,Debra Marshall,Finance,2.1,Probation,"['MATH1131', 'CSE1010']",[]
373,Ryan Case,Computer Science,3.19,Good,"['CSE1010', 'MATH1131']",[]
374,Sandra Perez,Engineering,3.2,Probation,"['CSE1010', 'MATH1131']",[]
375,Monique Oneal,Biology,2.95,Good,"['MATH1131', 'CSE1010']",[]
376,Kevin George,Finance,3.97,Probation,"['MATH1131', 'CSE1010']",[]
377,Dustin Donovan,Engineering,3.93,Probation,"['MATH1131', 'CSE1010']",[]
378,Justin Keller,Computer Science,3.74,Good,"['CSE1010', 'MATH1131']",[]
379,Raymond Foley,Finance,3.97,Probation,"['MATH1131', 'CSE1010']",[]
380,James Erickson,Biology,3.86,Suspended,"['CSE1010', 'MATH1131']",[]
381,Joshua English,Mathematics,3.44,Probation,"['CSE1010', 'MATH1131']",[]
382,Larry Robbins,Computer Science,2.65,Probation,"['CSE1010', 'MATH1131']",[]
383,Jeremy Taylor,Engineering,2.75,Suspended,"['CSE1010', 'MATH1131']",[]
384,Benjamin Richardson,Biology,2.09,Good,"['MATH1131', 'CSE1010']",[]
385,James Calhoun,Computer Science,3.23,Probation,"['CSE1010', 'MATH1131']",[]
386,Sarah Oneal,Engineering,2.71,Good,"['MATH1131', 'CSE1010']",[]
387,Cynthia Martin,Mathematics,2.48,Probation,"['MATH1131', 'CSE1010']",[]
388,Anthony White,Engineering,3.36,Good,"['MATH1131', 'CSE1010']",[]
389,Micheal Rowland,Finance,3.27,Probation,"['CSE1010', 'MATH1131']",[]
390,Jared Little,Engineering,2.51,Suspended,"['CSE1010', 'MATH1131']",[]
391,Russell Matthews,Biology,3.24,Probation,"['CSE1010', 'MATH1131']",[]
392,Marissa Smith,Biology,3.36,Probation,"['CSE1010', 'MATH1131']",[]
393,Cheryl Park,Finance,3.05,Good,"['MATH1131', 'CSE1010']",[]
394,Timothy Avila,Mathematics,3.7,Probation,"['CSE1010', 'MATH1131']",[]
395,Jordan Baker,Finance,2.65,Good,"['CSE1010', 'MATH1131']",[]
396,Lisa Silva,Engineering,3.9,Probation,"['CSE1010', 'MATH1131']",[]
397,Richard Clements,Mathematics,3.2,Good,"['CSE1010', 'MATH1131']",[]
398,Joe Leon,Mathematics,3.49,Probation,"['CSE1010', 'MATH1131']",[]
399,Jennifer Taylor,Mathematics,2.33,Suspended,"['MATH1131', 'CSE1010']",[]
400,Michael Porter,Mathematics,2.66,Suspended,"['MATH1131', 'CSE1010']",[]
401,Michael Patel,Computer Science,2.59,Good,"['CSE1010', 'MATH1131']",[]
402,Lori Lambert,Mathematics,3.5,Suspended,"['CSE1010', 'MATH1131']",[]
403,Katherine Edwards,Finance,3.19,Good,"['MATH1131', 'CSE1010']",[]
404,Michelle Gonzales,Mathematics,3.66,Good,"['MATH1131', 'CSE1010']",[]
405,Julia Harris,Engineering,2.54,Good,"['MATH1131', 'CSE1010']",[]
406,Dawn Fisher,Mathematics,3.57,Suspended,"['MATH1131', 'CSE1010']",[]
407,Clayton Phillips,Biology,3.63,Suspended,"['CSE1010', 'MATH1131']",[]
408,John Vasquez,Computer Science,3.24,Suspended,"['MATH1131', 'CSE1010']",[]
409,Melissa Carpenter,Biology,2.62,Suspended,"['MATH1131', 'CSE1010']",[]
410,Brad Davis,Finance,2.74,Suspended,"['MATH1131', 'CSE1010']",[]
411,Marissa Myers,Engineering,2.19,Good,"['MATH1131', 'CSE1010']",[]
412,Catherine Gomez,Mathematics,3.8,Probation,"['MATH1131', 'CSE1010']",[]
413,Robert Torres,Computer Science,3.89,Suspended,"['CSE1010', 'MATH1131']",[]
414,Donald Miller,Biology,2.32,Good,"['MATH1131', 'CSE1010']",[]
415,Ronnie Grimes,Mathematics,3.43,Suspended,"['CSE1010', 'MATH1131']",[]
416,Mark Vasquez,Biology,2.08,Suspended,"['MATH1131', 'CSE1010']",[]
417,Jacob Crawford,Biology,2.61,Good,"['MATH1131', 'CSE1010']",[]
418,Linda Simon,Mathematics,3.18,Good,"['MATH1131', 'CSE1010']",[]
419,Kathryn Wells,Computer Science,3.31,Good,"['CSE1010', 'MATH1131']",[]
420,Sherri Cooper,Computer Science,3.09,Probation,"['MATH1131', 'CSE1010']",[]
421,Debra Watkins,Engineering,3.39,Good,"['CSE1010', 'MATH1131']",[]
422,Joseph Whitaker,Mathematics,3.53,Good,"['CSE1010', 'MATH1131']",[]
423,Lori Smith,Mathematics,2.05,Good,"['MATH1131', 'CSE1010']",[]
424,James Gilbert,Finance,3.87,Suspended,"['CSE1010', 'MATH1131']",[]
425,Katherine Conley,Mathematics,2.58,Probation,"['CSE1010', 'MATH1131']",[]
426,David Diaz,Biology,3.21,Suspended,"['CSE1010', 'MATH1131']",[]
427,Isaac Anderson,Finance,3.47,Probation,"['CSE1010', 'MATH1131']",[]
428,Terry Elliott,Biology,3.49,Suspended,"['MATH1131', 'CSE1010']",[]
429,Megan Thomas,Biology,2.81,Probation,"['CSE1010', 'MATH1131']",[]
430,Karla Morrow,Biology,3.53,Good,"['CSE1010', 'MATH1131']",[]
431,Victoria Morris,Biology,2.68,Suspended,"['CSE1010', 'MATH1131']",[]
432,Courtney Miller,Engineering,3.01,Good,"['CSE1010', 'MATH1131']",[]
433,Andrew Allen,Mathematics,2.91,Probation,"['CSE1010', 'MATH1131']",[]
434,Stephen Sullivan,Biology,3.29,Probation,"['MATH1131', 'CSE1010']",[]
435,Deborah Wilson,Mathematics,3.29,Probation,"['MATH1131', 'CSE1010']",[]
436,Kimberly Patrick,Engineering,2.69,Suspended,"['MATH1131', 'CSE1010']",[]
437,Shane Patterson,Finance,2.22,Probation,"['MATH1131', 'CSE1010']",[]
438,Karen Mercado,Computer Science,2.36,Suspended,"['MATH1131', 'CSE1010']",[]
439,Michael Glass,Computer Science,3.53,Good,"['MATH1131', 'CSE1010']",[]
440,Scott Bullock,Mathematics,3.62,Suspended,"['MATH1131', 'CSE1010']",[]
441,Bill Glenn,Computer Science,3.89,Suspended,"['CSE1010', 'MATH1131']",[]
442,Darren Russo,Engineering,3.53,Good,"['MATH1131', 'CSE1010']",[]
443,Michael Love,Biology,2.43,Probation,"['MATH1131', 'CSE1010']",[]
444,John Hernandez,Biology,2.45,Probation,"['CSE1010', 'MATH1131']",[]
445,Denise Nicholson,Finance,3.21,Good,"['CSE1010', 'MATH1131']",[]
446,Scott Rodriguez,Mathematics,3.85,Good,"['CSE1010', 'MATH1131']",[]
447,Michele Rowe,Biology,2.06,Good,"['MATH1131', 'CSE1010']",[]
448,Melanie Mcclure,Finance,2.5,Good,"['MATH1131', 'CSE1010']",[]
449,Tyler Bryant,Mathematics,3.92,Good,"['MATH1131', 'CSE1010']",[]
450,Cynthia May,Computer Science,3.17,Good,"['CSE1010', 'MATH1131']",[]
451,Derrick Mckinney,Finance,3.7,Probation,"['CSE1010', 'MATH1131']",[]
452,Amy Garcia,Biology,2.37,Suspended,"['MATH1131', 'CSE1010']",[]
453,Vincent Smith,Computer Science,3.44,Good,"['MATH1131', 'CSE1010']",[]
454,Daniel Stephens,Engineering,2.64,Probation,"['CSE1010', 'MATH1131']",[]
455,Gregory Paul DVM,Biology,3.21,Suspended,"['CSE1010', 'MATH1131']",[]
456,William Mason,Computer Science,2.1,Probation,"['CSE1010', 'MATH1131']",[]
457,Natasha Reeves,Biology,2.71,Good,"['CSE1010', 'MATH1131']",[]
458,Rachael Delgado,Biology,3.57,Good,"['CSE1010', 'MATH1131']",[]
459,Traci Wilson,Biology,3.89,Probation,"['CSE1010', 'MATH1131']",[]
460,Willie Wilson,Finance,2.13,Suspended,"['MATH1131', 'CSE1010']",[]
461,Ryan Gonzales,Mathematics,3.29,Suspended,"['CSE1010', 'MATH1131']",[]
462,Thomas Brown,Mathematics,2.14,Probation,"['MATH1131', 'CSE1010']",[]
463,Sharon Huffman,Engineering,3.43,Good,"['MATH1131', 'CSE1010']",[]
464,Mary White,Biology,3.18,Probation,"['MATH1131', 'CSE1010']",[]
465,Cindy Miranda,Biology,3.68,Suspended,"['CSE1010', 'MATH1131']",[]
466,Sherry Watkins,Computer Science,3.08,Good,"['CSE1010', 'MATH1131']",[]
467,James Acevedo,Finance,2.63,Suspended,"['CSE1010', 'MATH1131']",[]
468,Melanie Edwards,Mathematics,2.36,Probation,"['CSE1010', 'MATH1131']",[]
469,Nathan Roman,Engineering,2.37,Good,"['CSE1010', 'MATH1131']",[]
470,Jonathan Higgins,Engineering,2.53,Suspended,"['CSE1010', 'MATH1131']",[]
471,Elizabeth Moore,Mathematics,3.87,Suspended,"['MATH1131', 'CSE1010']",[]
472,Brandon Durham,Engineering,2.71,Suspended,"['MATH1131', 'CSE1010']",[]
473,John Sullivan,Biology,2.71,Probation,"['MATH1131', 'CSE1010']",[]
474,Troy Nolan,Finance,2.05,Good,"['MATH1131', 'CSE1010']",[]
475,Aaron Little,Computer Science,3.35,Good,"['CSE1010', 'MATH1131']",[]
476,Timothy Davis,Engineering,4.0,Probation,"['CSE1010', 'MATH1131']",[]
477,Jacob Martinez,Mathematics,2.11,Probation,"['MATH1131', 'CSE1010']",[]
478,Cody Hansen,Computer Science,2.64,Suspended,"['MATH1131', 'CSE1010']",[]
479,Laura Haley,Computer Science,2.21,Suspended,"['MATH1131', 'CSE1010']",[]
480,Kendra Richardson,Mathematics,2.43,Good,"['MATH1131', 'CSE1010']",[]
481,Melissa Miller,Mathematics,2.69,Good,"['MATH1131', 'CSE1010']",[]
482,Holly Padilla,Biology,3.84,Suspended,"['MATH1131', 'CSE1010']",[]
483,James Guzman,Engineering,2.77,Good,"['CSE1010', 'MATH1131']",[]
484,Amy Payne,Finance,2.61,Suspended,"['CSE1010', 'MATH1131']",[]
485,Cory Thompson,Computer Science,3.64,Good,"['MATH1131', 'CSE1010']",[]
486,Dr. Karen Gutierrez,Computer Science,3.42,Probation,"['CSE1010', 'MATH1131']",[]
487,Scott Jackson,Engineering,2.35,Suspended,"['CSE1010', 'MATH1131']",[]
488,Denise Flores,Engineering,2.99,Suspended,"['MATH1131', 'CSE1010']",[]
489,David Gonzalez,Finance,3.96,Suspended,"['MATH1131', 'CSE1010']",[]
490,John Alvarado,Computer Science,3.44,Good,"['MATH1131', 'CSE1010']",[]
491,Derrick Henderson,Computer Science,2.16,Suspended,"['MATH1131', 'CSE1010']",[]
492,Samantha Lopez,Biology,3.84,Suspended,"['CSE1010', 'MATH1131']",[]
493,Jeffrey Christensen,Biology,2.42,Probation,"['MATH1131', 'CSE1010']",[]
494,Jared Francis,Computer Science,2.37,Probation,"['CSE1010', 'MATH1131']",[]
495,Becky Stewart,Computer Science,2.14,Suspended,"['CSE1010', 'MATH1131']",[]
496,Mary Jones,Biology,2.43,Probation,"['CSE1010', 'MATH1131']",[]
497,Charles Gardner,Finance,3.11,Suspended,"['CSE1010', 'MATH1131']",[]
498,Ashlee Brady,Biology,3.88,Good,"['MATH1131', 'CSE1010']",[]
499,Amy Trujillo,Finance,3.48,Good,"['CSE1010', 'MATH1131']",[]
500,Jay Mora,Computer Science,3.79,Good,"['MATH1131', 'CSE1010']",[]
